loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
11725.0, 36 months,12.99,395.01,B,B5,RN,< 1 year,RENT,80000.0,Source Verified,Apr-2014,Fully Paid,debt_consolidation,Debt consolidation,12.08,Sep-1997,10.0,0.0,7012.0,63.2,21.0,w,INDIVIDUAL,0.0,0.0,"65632 Buchanan Track
Alyssafort, TN 30723"
15000.0, 36 months,6.03,456.54,A,A1,Martin Group ,10+ years,MORTGAGE,42000.0,Verified,Nov-2012,Fully Paid,debt_consolidation,Freedom Loan ,13.8,Jan-1997,16.0,0.0,10046.0,9.4,38.0,f,INDIVIDUAL,5.0,0.0,"30141 Richard Plain
Gabriellefurt, CO 70466"
4500.0, 36 months,21.0,169.54,E,E2,IHOP,3 years,RENT,35000.0,Not Verified,Apr-2013,Charged Off,credit_card,Secure mine,8.61,Mar-1999,8.0,0.0,8108.0,72.4,10.0,w,INDIVIDUAL,0.0,0.0,"699 Kelly Orchard
Mcintyrefurt, KS 70466"
30000.0, 60 months,22.95,844.86,F,F1,Valley Yellow Pages,1 year,OWN,103000.0,Source Verified,Aug-2012,Charged Off,debt_consolidation,Short Help Loan,27.69,Dec-2000,7.0,0.0,60806.0,93.5,13.0,f,INDIVIDUAL,0.0,0.0,"329 Higgins Burgs
Houseland, WV 22690"
25000.0, 36 months,7.89,782.15,A,A5,Maintenance Manager,10+ years,MORTGAGE,92000.0,Verified,Mar-2015,Fully Paid,credit_card,Credit card refinancing,25.53,Jun-1999,9.0,0.0,7620.0,42.1,21.0,w,INDIVIDUAL,3.0,0.0,"504 Bennett Meadows Apt. 595
East Crystal, OR 48052"
6400.0, 36 months,10.16,207.0,B,B1,City of Aspen,10+ years,RENT,46000.0,Verified,May-2013,Fully Paid,credit_card,credit,5.71,Sep-1997,4.0,0.0,4111.0,68.5,28.0,w,INDIVIDUAL,2.0,0.0,"04276 Rivera Coves Suite 665
Elizabethmouth, SD 00813"
20000.0, 36 months,13.49,678.61,C,C2,Assistant Engineer II,< 1 year,RENT,56000.0,Source Verified,Jul-2016,Fully Paid,major_purchase,Major purchase,2.7,Oct-2004,4.0,0.0,2345.0,23.0,9.0,f,INDIVIDUAL,0.0,0.0,"36091 Ebony Grove
West Kevinhaven, FL 48052"
15625.0, 60 months,13.33,358.17,C,C3,Professor,3 years,RENT,48000.0,Verified,Aug-2015,Fully Paid,credit_card,Credit card refinancing,24.1,May-1998,11.0,0.0,12750.0,69.0,24.0,w,INDIVIDUAL,1.0,0.0,"483 Joshua Centers Suite 235
Jessicashire, MS 00813"
6000.0, 36 months,10.99,196.41,B,B2,Building Assistant,10+ years,MORTGAGE,55000.0,Not Verified,Mar-2014,Fully Paid,debt_consolidation,Debt consolidation,15.86,Jan-1994,8.0,0.0,10061.0,45.3,17.0,w,INDIVIDUAL,4.0,0.0,"987 Shari Fork
Fletcherstad, NV 00813"
11950.0, 36 months,19.05,438.35,D,D4,Fremont bank,2 years,MORTGAGE,70000.0,Verified,May-2013,Fully Paid,debt_consolidation,Let me pay you instead of big banks!,13.47,Nov-2000,11.0,1.0,4781.0,59.8,33.0,f,INDIVIDUAL,0.0,1.0,"88473 Melendez Light
North Anna, CA 22690"
10000.0, 60 months,13.33,229.23,C,C3,Sales Consultant,4 years,RENT,22000.0,Verified,Jul-2015,Fully Paid,debt_consolidation,Debt consolidation,8.24,Aug-1998,6.0,0.0,3428.0,11.0,7.0,w,INDIVIDUAL,0.0,0.0,"108 Bryan Prairie
Kimshire, MN 05113"
35000.0, 36 months,12.39,1169.04,C,C1,Sr. Facility Services Manager,3 years,OWN,129000.0,Verified,Jan-2015,Fully Paid,debt_consolidation,Debt consolidation,6.69,Oct-1994,7.0,0.0,28078.0,94.9,16.0,w,INDIVIDUAL,2.0,0.0,"1517 Robbins Ports
East Juliashire, NC 00813"
20000.0, 36 months,11.55,660.0,B,B3,Valley Presbyterian Church,4 years,MORTGAGE,89000.0,Verified,Jul-2013,Fully Paid,credit_card,Finish off,22.33,Nov-1985,19.0,0.0,31264.0,77.6,27.0,w,INDIVIDUAL,2.0,0.0,"50620 Washington Glen Apt. 435
Suzannefort, OH 29597"
14000.0, 36 months,15.7,490.16,D,D4,EPCO Inc,10+ years,MORTGAGE,84000.0,Not Verified,Mar-2010,Fully Paid,home_improvement,Lower My Utilities - Go Green,17.1,Jan-1992,12.0,0.0,15821.0,56.3,49.0,f,INDIVIDUAL,,0.0,"1243 Johnson Place Suite 068
Robinsonmouth, MI 30723"
12000.0, 36 months,15.31,417.81,C,C2,"Trimax Mfg Co., Inc.",10+ years,MORTGAGE,50000.0,Source Verified,Oct-2012,Charged Off,debt_consolidation,irs payoff,13.63,Aug-1984,11.0,0.0,4464.0,79.7,30.0,f,INDIVIDUAL,6.0,0.0,"7728 Jennifer Haven
New Krista, MN 11650"
13550.0, 60 months,15.61,326.71,C,C3,accounting clerk,8 years,RENT,38000.0,Verified,Nov-2013,Charged Off,debt_consolidation,debt consolidation,21.44,May-1983,7.0,0.0,18635.0,87.5,15.0,f,INDIVIDUAL,0.0,0.0,"183 Jillian Lodge
Port Jasontown, NV 93700"
15000.0, 36 months,16.55,531.44,D,D2,truck driver,10+ years,RENT,65000.0,Source Verified,Jun-2015,Charged Off,debt_consolidation,Debt consolidation,29.62,May-1999,12.0,0.0,6613.0,40.1,16.0,f,INDIVIDUAL,0.0,0.0,"24156 Barker Grove
Danielville, MD 11650"
11475.0, 36 months,20.2,427.63,E,E3,Program Manager,10+ years,MORTGAGE,87000.0,Verified,Oct-2014,Fully Paid,other,Other,25.35,Mar-1994,13.0,0.0,7281.0,44.0,34.0,f,INDIVIDUAL,2.0,0.0,"4944 Patterson Lake Apt. 388
Kaylahaven, FL 48052"
19600.0, 36 months,9.99,632.35,B,B1,Family Nurse Practitioner,1 year,MORTGAGE,110000.0,Source Verified,Nov-2013,Fully Paid,debt_consolidation,home,14.24,Jan-1998,11.0,0.0,17848.0,50.1,24.0,w,INDIVIDUAL,1.0,0.0,"24255 Beth Mount Suite 717
Lake John, ID 30723"
18000.0, 36 months,11.67,595.03,B,B4,Associated Director,1 year,MORTGAGE,115000.0,Verified,Jun-2014,Fully Paid,debt_consolidation,Debt consolidation,4.66,Jul-2000,8.0,0.0,13816.0,70.5,18.0,f,INDIVIDUAL,3.0,0.0,"823 Higgins Views Apt. 926
Nguyenburgh, AK 48052"
7000.0, 36 months,8.19,219.97,A,A5,Machine Operator,4 years,RENT,24000.0,Not Verified,Feb-2015,Fully Paid,credit_card,Credit card refinancing,26.3,Jan-2010,11.0,0.0,5291.0,24.2,15.0,f,INDIVIDUAL,0.0,0.0,"6760 Nelson Springs Suite 055
Brownmouth, FL 48052"
9000.0, 36 months,8.9,285.78,A,A5,Administrative,2 years,RENT,25000.0,Not Verified,Feb-2014,Charged Off,debt_consolidation,Debt consolidation,21.17,Jun-2006,9.0,0.0,8919.0,34.0,20.0,f,INDIVIDUAL,0.0,0.0,"5588 Emily Lights
Barryport, VT 48052"
10000.0, 36 months,10.99,327.34,B,B3,Bradford County Mental Health,10+ years,MORTGAGE,41000.0,Not Verified,May-2011,Fully Paid,home_improvement,Home Improvement Loan,13.49,Apr-1999,10.0,0.0,17933.0,52.6,26.0,f,INDIVIDUAL,,0.0,"648 Andrea Inlet Suite 336
Ashleyland, CT 48052"
25000.0, 60 months,11.14,545.31,B,B2,US Dept of HUD,2 years,MORTGAGE,86000.0,Verified,Feb-2013,Fully Paid,debt_consolidation,Debt Consolidation,14.62,Aug-1993,11.0,0.0,19564.0,68.6,37.0,f,INDIVIDUAL,5.0,0.0,"87298 Kenneth Walk Apt. 531
North Jessicaton, NY 22690"
4000.0, 36 months,10.49,130.0,B,B3,Manager,10+ years,MORTGAGE,85000.0,Not Verified,Nov-2014,Fully Paid,debt_consolidation,Debt consolidation,23.88,May-1996,8.0,0.0,956.0,63.7,13.0,f,INDIVIDUAL,3.0,0.0,"357 Alvarez Lakes Apt. 514
West David, MI 22690"
23450.0, 60 months,24.08,675.7,F,F2,Collection Representative,10+ years,RENT,62000.0,Source Verified,Feb-2014,Charged Off,debt_consolidation,Debt consolidation,20.85,Feb-2000,22.0,0.0,25182.0,65.4,47.0,f,INDIVIDUAL,0.0,0.0,"509 West Forge
Sandraberg, MS 93700"
8000.0, 36 months,17.77,288.3,D,D1,Auto Dealership,7 years,OWN,39900.0,Not Verified,Apr-2013,Fully Paid,debt_consolidation,Debt Consolodation Loan,18.8,Sep-2003,15.0,0.0,7704.0,49.1,22.0,w,INDIVIDUAL,0.0,0.0,"70313 Sharon Trail Apt. 095
Port Traceymouth, NY 05113"
5400.0, 36 months,7.62,168.28,A,A3,Montefiore Hospital,8 years,RENT,45000.0,Not Verified,Nov-2012,Fully Paid,debt_consolidation,noproblem,1.99,Nov-2006,6.0,0.0,3340.0,22.6,13.0,f,INDIVIDUAL,0.0,0.0,"246 Robinson Summit Suite 015
Shelbymouth, MO 30723"
20400.0, 36 months,9.17,650.33,B,B2,Grants manager,8 years,RENT,74100.0,Source Verified,Aug-2015,Fully Paid,debt_consolidation,Debt consolidation,13.47,Mar-2007,11.0,0.0,18108.0,65.1,19.0,f,INDIVIDUAL,0.0,0.0,"84734 Mccarthy Heights Apt. 056
Stephaniemouth, AL 05113"
8400.0, 36 months,13.11,283.48,B,B4,Builders FirstSource,5 years,RENT,58000.0,Verified,Dec-2012,Charged Off,debt_consolidation,Debt consolidation,26.15,Feb-2004,8.0,0.0,20696.0,94.5,16.0,f,INDIVIDUAL,0.0,0.0,"USNV Ballard
FPO AE 48052"
12000.0, 36 months,13.68,408.27,C,C1,"Mid-State Steel Erectors, Inc.",10+ years,MORTGAGE,70000.0,Not Verified,Jul-2013,Fully Paid,debt_consolidation,Debt eliminator,15.96,Jun-1997,9.0,0.0,8713.0,87.1,23.0,f,INDIVIDUAL,3.0,0.0,"19817 Steven Union Apt. 180
Susanhaven, UT 22690"
5000.0, 36 months,11.53,164.96,B,B5,Certified Pharmacy Tech,3 years,OWN,16800.0,Verified,Aug-2015,Fully Paid,debt_consolidation,Debt consolidation,30.5,Jul-2008,18.0,0.0,4165.0,54.8,32.0,w,INDIVIDUAL,0.0,0.0,"051 Benjamin Island Suite 653
Jeremyhaven, IA 29597"
28000.0, 36 months,7.62,872.52,A,A3,Software Developer,7 years,RENT,85000.0,Verified,Dec-2013,Fully Paid,credit_card,Credit Consolidation,19.27,Jul-2002,17.0,0.0,27788.0,42.8,49.0,w,INDIVIDUAL,0.0,0.0,"06940 Booker Loaf Apt. 336
West Christopherberg, MA 22690"
20400.0, 60 months,14.47,479.66,C,C2,Client associate,7 years,RENT,50000.0,Verified,Dec-2013,Fully Paid,debt_consolidation,My loan,22.59,Nov-1999,15.0,0.0,22231.0,64.2,19.0,f,INDIVIDUAL,0.0,0.0,"133 Duncan Pike Apt. 299
East Stefanie, VA 70466"
10000.0, 36 months,9.49,320.29,B,B2,Program Manager,7 years,MORTGAGE,107000.0,Verified,Aug-2016,Fully Paid,credit_card,Credit card refinancing,15.7,Sep-2000,13.0,0.0,6372.0,32.0,49.0,w,INDIVIDUAL,4.0,0.0,"60136 Coleman Neck
Lake Alexis, TN 30723"
16000.0, 36 months,6.99,493.97,A,A3,Nanoridge material s,< 1 year,MORTGAGE,112000.0,Source Verified,Aug-2011,Fully Paid,home_improvement,Loan V,5.05,Feb-1995,8.0,0.0,2329.0,6.5,29.0,f,INDIVIDUAL,,0.0,"43459 Lewis Underpass
Port Ericahaven, TX 22690"
14125.0, 36 months,16.99,503.53,D,D1,Secretary,7 years,RENT,41000.0,Verified,Jan-2014,Fully Paid,debt_consolidation,Debt Consolidation,31.98,Jan-2006,12.0,0.0,15881.0,82.7,19.0,f,INDIVIDUAL,0.0,0.0,"93334 Hoffman Plaza Suite 291
Scottfort, DE 22690"
15000.0, 36 months,9.71,481.97,B,B1,3V Dairy,2 years,MORTGAGE,45000.0,Source Verified,Aug-2013,Fully Paid,debt_consolidation,Debt Consolidation,14.29,Jul-2000,6.0,0.0,7565.0,56.0,33.0,f,INDIVIDUAL,2.0,0.0,"USNS Clark
FPO AA 00813"
35000.0, 60 months,17.27,874.93,C,C5,eye care center of virginia,10+ years,MORTGAGE,122000.0,Verified,Mar-2013,Charged Off,debt_consolidation,Debt consolidation,27.57,Oct-1999,11.0,0.0,29260.0,54.6,24.0,w,INDIVIDUAL,1.0,0.0,"92173 Aaron Stream Suite 995
Wilsonhaven, RI 30723"
35000.0, 60 months,19.2,911.78,D,D3,Engineer,10+ years,MORTGAGE,213000.0,Source Verified,Nov-2013,Charged Off,debt_consolidation,DebtCons,5.16,Jan-1992,7.0,0.0,5704.0,62.0,29.0,f,INDIVIDUAL,4.0,0.0,"93451 Lynch Inlet
South Christineview, MO 86630"
7225.0, 36 months,18.25,262.11,E,E1,DSA,6 years,RENT,40000.0,Source Verified,Oct-2015,Charged Off,debt_consolidation,Debt consolidation,34.2,Mar-2007,15.0,0.0,13001.0,52.6,38.0,f,INDIVIDUAL,0.0,0.0,"45957 Zamora Bridge
Barbarafort, CA 22690"
10000.0, 36 months,14.65,344.95,C,C2,village green of wallingford,< 1 year,OWN,80000.0,Verified,Jun-2012,Fully Paid,debt_consolidation,farm debt,27.44,Jul-1989,18.0,0.0,19917.0,72.2,41.0,f,INDIVIDUAL,0.0,0.0,"2544 David Shore Suite 665
Wangville, SC 22690"
8625.0, 36 months,17.14,308.11,D,D4,assembly,10+ years,OWN,82000.0,Source Verified,Feb-2015,Fully Paid,other,Other,10.65,Dec-2003,11.0,1.0,2957.0,27.1,19.0,f,INDIVIDUAL,0.0,1.0,"101 Shawna Prairie Apt. 733
Davisberg, OK 48052"
6000.0, 36 months,14.99,207.97,C,C5,SIMS clerk,2 years,RENT,31500.0,Source Verified,Nov-2014,Fully Paid,debt_consolidation,Debt consolidation,35.73,Jun-2003,8.0,1.0,6136.0,55.3,15.0,f,INDIVIDUAL,2.0,1.0,"278 Tran Ville Apt. 059
West Benjaminshire, WY 29597"
29125.0, 60 months,16.78,720.4,C,C5,moran towing,7 years,MORTGAGE,65000.0,Verified,Sep-2013,Fully Paid,credit_card,Credit card refinancing,25.81,Nov-2002,12.0,0.0,2911.0,8.8,23.0,w,INDIVIDUAL,1.0,0.0,"04745 Clark Point Apt. 932
Anthonyborough, WY 00813"
15000.0, 36 months,5.32,451.73,A,A1,,,MORTGAGE,72000.0,Source Verified,Jul-2015,Fully Paid,credit_card,Credit card refinancing,13.38,Dec-1999,20.0,0.0,13880.0,14.0,32.0,w,INDIVIDUAL,4.0,0.0,"Unit 3728 Box 5182
DPO AP 30723"
5600.0, 36 months,15.8,196.33,C,C3,Great lakes family dental group,4 years,MORTGAGE,25000.0,Verified,Mar-2013,Fully Paid,debt_consolidation,Debt,21.5,Jun-2007,7.0,0.0,4535.0,64.8,8.0,f,INDIVIDUAL,1.0,0.0,"1810 Samantha Stravenue
Port Lindsay, ME 22690"
10000.0, 36 months,8.18,314.2,B,B1,Special Procedures Tech,10+ years,MORTGAGE,69000.0,Not Verified,Apr-2015,Fully Paid,credit_card,Credit card refinancing,18.63,Dec-1986,13.0,0.0,44084.0,56.7,24.0,w,INDIVIDUAL,4.0,0.0,"165 Rodriguez Bypass
Thompsonberg, AL 30723"
10000.0, 36 months,13.11,337.47,B,B4,Northwestern University,6 years,OWN,50000.0,Not Verified,Nov-2012,Fully Paid,house,home ,19.85,Oct-1998,10.0,0.0,10009.0,55.9,25.0,f,INDIVIDUAL,0.0,0.0,"6622 Bell Station
New Shelbyport, MD 30723"
6500.0, 36 months,5.32,195.75,A,A1,Senior Customer Support Specialist,1 year,MORTGAGE,63500.0,Source Verified,Jul-2016,Fully Paid,debt_consolidation,Debt consolidation,14.81,Apr-2008,20.0,0.0,47.0,0.2,33.0,w,INDIVIDUAL,1.0,0.0,"404 Virginia Mills
Dianestad, SD 48052"
6100.0, 36 months,11.99,202.58,B,B3,Janitor,2 years,MORTGAGE,32000.0,Verified,May-2014,Fully Paid,credit_card,Credit card refinancing,18.68,May-1997,9.0,1.0,1694.0,28.0,40.0,w,INDIVIDUAL,3.0,1.0,"79563 Bowen Common
Port Jenniferstad, GA 70466"
11700.0, 60 months,18.25,298.7,D,D3,Human Resource Specialist,4 years,MORTGAGE,72000.0,Not Verified,Apr-2014,Fully Paid,major_purchase,Major purchase,14.02,May-2000,13.0,1.0,1189.0,5.3,38.0,w,INDIVIDUAL,2.0,1.0,"6219 Brown Pines Apt. 943
Lake Elizabeth, LA 05113"
6000.0, 36 months,17.99,216.89,D,D2,,2 years,RENT,85000.0,Not Verified,Jun-2012,Charged Off,debt_consolidation,debt consolidation,3.73,Sep-2001,3.0,0.0,8876.0,95.4,12.0,f,INDIVIDUAL,3.0,0.0,"Unit 7791 Box 5724
DPO AP 11650"
10800.0, 36 months,10.99,353.53,B,B2,Deputy Sheriff,6 years,MORTGAGE,70000.0,Verified,Oct-2013,Fully Paid,debt_consolidation,Consolidation 2,4.81,Oct-2001,11.0,0.0,8774.0,35.1,15.0,w,INDIVIDUAL,1.0,0.0,"9063 Gross Lakes
Ashleyfurt, NE 70466"
5000.0, 60 months,13.67,115.49,B,B5,Nalco Company,1 year,RENT,61800.0,Not Verified,Jun-2012,Fully Paid,major_purchase,Auto Repair Loan,14.8,Jul-2001,8.0,0.0,11135.0,58.6,16.0,f,INDIVIDUAL,0.0,0.0,"88181 Porter Flat
Brittanyberg, MN 48052"
32000.0, 60 months,17.27,799.94,C,C5,UTHSCSA,7 years,MORTGAGE,90000.0,Verified,Jun-2013,Fully Paid,debt_consolidation,Credit card loan,24.88,Jun-1996,15.0,0.0,37291.0,73.4,35.0,w,INDIVIDUAL,2.0,0.0,"USS Williams
FPO AP 30723"
6000.0, 36 months,12.69,201.27,B,B5,Fernando T. Vilale Dental Corp,2 years,RENT,22104.0,Not Verified,Jan-2012,Fully Paid,credit_card,Credit Card Payment,13.74,Jul-2007,6.0,0.0,8764.0,70.3,8.0,f,INDIVIDUAL,,0.0,"678 Hawkins Corner
Douglaschester, TN 48052"
5350.0, 36 months,6.03,162.84,A,A1,Chevron,1 year,MORTGAGE,55000.0,Source Verified,May-2013,Fully Paid,debt_consolidation,Debt Consolidation,17.61,Oct-1998,14.0,0.0,18032.0,26.7,42.0,w,INDIVIDUAL,10.0,0.0,"20824 Tyler Bypass
Brownhaven, RI 22690"
6000.0, 36 months,10.75,195.73,B,B2,Air Showers and Pass Thrus,6 years,RENT,26000.0,Not Verified,Jul-2010,Fully Paid,debt_consolidation,Credit Card Consolidation,6.88,Aug-2004,4.0,0.0,6253.0,67.2,5.0,f,INDIVIDUAL,,0.0,"4938 Alexandra River Suite 589
South Wesley, MT 48052"
7200.0, 36 months,16.49,254.88,D,D3,,,OWN,20000.0,Verified,Jan-2015,Charged Off,debt_consolidation,Debt consolidation,25.75,Mar-1996,9.0,0.0,18131.0,62.1,11.0,f,INDIVIDUAL,0.0,0.0,"0624 Russell Mission
South Patrickville, ID 70466"
18000.0, 36 months,13.57,611.44,C,C3,Duty Free Americas,7 years,RENT,44000.0,Verified,Nov-2009,Fully Paid,debt_consolidation,"Just Graduated, Paying Off Creditors",6.33,Jun-1979,11.0,0.0,5494.0,14.1,16.0,f,INDIVIDUAL,,0.0,"0614 Samantha Shoals
Stanleyfurt, IN 00813"
28375.0, 36 months,17.57,1019.72,D,D2,Table Games Shift Manager,7 years,RENT,78000.0,Verified,Feb-2014,Fully Paid,debt_consolidation,Debt consolidation,11.98,May-2001,8.0,1.0,7229.0,75.0,21.0,f,INDIVIDUAL,0.0,1.0,"Unit 7334 Box 5166
DPO AP 22690"
35000.0, 36 months,7.9,1095.16,A,A4,Independent Bank,9 years,MORTGAGE,70000.0,Verified,Nov-2011,Fully Paid,debt_consolidation,Fianancial Freedom,19.11,Mar-1983,14.0,0.0,42194.0,47.1,27.0,f,INDIVIDUAL,,0.0,"9238 Vargas Freeway
Nguyenbury, IL 70466"
12000.0, 36 months,13.35,406.36,C,C2,Senior Accountant,< 1 year,RENT,70000.0,Source Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,17.49,Sep-1999,7.0,0.0,14133.0,78.5,20.0,w,INDIVIDUAL,2.0,0.0,"17147 Keller Estates Apt. 091
Johnside, ND 70466"
25000.0, 60 months,21.67,685.8,E,E5,SALES CONSULTANT,2 years,RENT,85000.0,Source Verified,May-2015,Charged Off,debt_consolidation,Debt consolidation,15.52,Apr-2006,11.0,0.0,27939.0,98.0,18.0,w,INDIVIDUAL,0.0,0.0,"2481 Pugh Brooks Apt. 159
Erictown, CO 70466"
14500.0, 60 months,24.5,421.36,F,F3,administration,10+ years,RENT,48000.0,Source Verified,Aug-2014,Charged Off,debt_consolidation,Debt consolidation,36.65,Apr-1982,8.0,0.0,4760.0,75.6,13.0,w,INDIVIDUAL,0.0,0.0,"824 Tyler Cliffs Suite 147
Laurafort, IL 93700"
16000.0, 36 months,13.98,546.69,C,C3,Operations Program Manager,5 years,RENT,88000.0,Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,33.92,Aug-2001,16.0,0.0,8141.0,56.9,38.0,w,INDIVIDUAL,3.0,0.0,"423 Bean Plains Suite 297
Oneillbury, MN 30723"
10000.0, 36 months,13.33,338.54,C,C3,Site Safety Health Officer,10+ years,RENT,102400.0,Source Verified,Jun-2015,Charged Off,other,Other,6.77,Apr-1994,8.0,1.0,3471.0,65.5,15.0,f,INDIVIDUAL,3.0,1.0,"61504 Hensley Ridges
Aprilborough, NC 70466"
24000.0, 36 months,15.88,842.35,C,C4,"Oliver Peoples, Inc.",7 years,RENT,115000.0,Source Verified,Sep-2013,Fully Paid,debt_consolidation,Debt consolidation opportunity,11.32,Sep-2003,11.0,0.0,13092.0,63.6,20.0,f,INDIVIDUAL,0.0,0.0,"125 Erica Circles
Lake Michaelshire, HI 30723"
8450.0, 36 months,12.29,281.84,C,C1,Sales Strategy Analyst,1 year,RENT,103000.0,Not Verified,Mar-2015,Fully Paid,debt_consolidation,Debt consolidation,4.52,Sep-2010,7.0,0.0,9825.0,70.7,8.0,f,INDIVIDUAL,0.0,0.0,"28320 Berry Green
Robertshire, NH 22690"
25000.0, 36 months,7.89,782.15,A,A5,Client Success Manager,1 year,MORTGAGE,107500.0,Verified,Apr-2015,Fully Paid,debt_consolidation,Debt consolidation,15.61,Jan-1996,11.0,0.0,2508.0,10.3,28.0,w,INDIVIDUAL,2.0,0.0,"449 David Dam
Lake Tracy, NE 00813"
16000.0, 36 months,10.64,521.1,B,B2,JPMorgan Chase ,7 years,MORTGAGE,50000.0,Source Verified,Sep-2013,Fully Paid,debt_consolidation,Debt Consolidation & Elimination ,17.38,Mar-2003,13.0,0.0,19886.0,72.3,16.0,w,INDIVIDUAL,1.0,0.0,"4372 Morris Trail Suite 539
Port Dustinmouth, NM 30723"
21600.0, 60 months,21.49,590.33,E,E3,Lane Automotive,< 1 year,MORTGAGE,165000.0,Verified,Sep-2012,Fully Paid,debt_consolidation,Loan,20.58,Apr-2001,7.0,0.0,1464.0,97.6,39.0,f,INDIVIDUAL,6.0,0.0,"46084 Maria Haven
Robinsonbury, MT 70466"
8250.0, 36 months,7.62,257.09,A,A3,,,MORTGAGE,25300.0,Verified,May-2014,Fully Paid,debt_consolidation,Debt consolidation,18.98,Dec-2005,11.0,0.0,6303.0,16.0,17.0,w,INDIVIDUAL,1.0,0.0,"1315 Rivas Lodge
Wendystad, MI 05113"
5000.0, 36 months,8.18,157.1,B,B1,sales/drver,3 years,OWN,55000.0,Source Verified,Feb-2015,Fully Paid,debt_consolidation,Debt consolidation,1.29,Jul-1983,5.0,0.0,2057.0,39.6,28.0,w,INDIVIDUAL,1.0,0.0,"93572 Wilson Track
Port Karabury, KS 05113"
20000.0, 36 months,9.67,642.25,B,B1,Technical Sergeant,10+ years,RENT,124000.0,Source Verified,Nov-2013,Fully Paid,debt_consolidation,Consolidation ,16.58,Mar-2005,11.0,0.0,32473.0,39.4,15.0,w,INDIVIDUAL,0.0,0.0,"29821 Jacob Manors
South Garyland, MN 05113"
1000.0, 36 months,7.4,31.06,A,A2,,< 1 year,OWN,31000.0,Not Verified,Dec-2009,Fully Paid,other,Personal Loan,0.97,Jun-1993,10.0,0.0,753.0,2.4,27.0,f,INDIVIDUAL,,0.0,"061 Miller Union
Richardburgh, DE 00813"
14300.0, 36 months,7.62,445.61,A,A3,QA Exec. Assist./MT,10+ years,RENT,60000.0,Not Verified,Apr-2014,Charged Off,credit_card,Credit card refinancing,20.0,Feb-1990,6.0,0.0,13250.0,81.8,14.0,w,INDIVIDUAL,2.0,0.0,"36362 Thornton Path Apt. 841
West Margaret, DE 48052"
17600.0, 60 months,15.22,420.74,C,C3,Ludvik Electric,< 1 year,RENT,50000.0,Verified,Aug-2013,Fully Paid,debt_consolidation,Debt consolidation,19.9,Jan-2002,4.0,0.0,17634.0,80.4,10.0,f,INDIVIDUAL,0.0,0.0,"9042 Rodriguez Path Apt. 045
New Nicholasland, MD 05113"
35000.0, 60 months,27.49,1079.02,F,F4,social service director,8 years,MORTGAGE,80000.0,Verified,Jun-2016,Fully Paid,debt_consolidation,Debt consolidation,8.64,Feb-2006,17.0,1.0,3082.0,19.3,27.0,w,INDIVIDUAL,4.0,1.0,"860 Rita Overpass Suite 252
North Stanleyville, WA 29597"
15600.0, 60 months,9.17,325.12,B,B2,Electrician,7 years,MORTGAGE,70000.0,Not Verified,Oct-2015,Fully Paid,debt_consolidation,Debt consolidation,9.36,Aug-2008,6.0,0.0,4914.0,43.1,13.0,w,INDIVIDUAL,1.0,0.0,"8487 Beasley Springs Suite 569
South Allisonmouth, CO 48052"
8000.0, 36 months,20.8,300.58,E,E1,Potawatomi Bingo and Casino,5 years,RENT,37000.0,Verified,Jul-2013,Charged Off,credit_card,Credit card refinancing,21.13,Feb-2001,9.0,0.0,8253.0,71.8,22.0,w,INDIVIDUAL,0.0,0.0,"964 Davidson Ridge
East Amanda, MD 93700"
13000.0, 36 months,13.35,440.22,C,C2,CONDUCTOR,9 years,MORTGAGE,60000.0,Not Verified,Jun-2014,Fully Paid,credit_card,Credit card refinancing,18.03,Oct-2000,14.0,1.0,6345.0,37.5,37.0,w,INDIVIDUAL,3.0,1.0,"97477 Carlos Villages Suite 442
Andrewton, SC 70466"
9350.0, 36 months,13.65,317.98,C,C1,night auditor,10+ years,RENT,24000.0,Source Verified,Apr-2014,Charged Off,debt_consolidation,Debt consolidation,26.25,Oct-2006,9.0,0.0,1988.0,34.1,17.0,f,INDIVIDUAL,0.0,0.0,"40088 Jeffrey Pines
Christinatown, IN 86630"
4000.0, 36 months,16.29,141.21,D,D2,Receptionist,4 years,RENT,25452.0,Source Verified,Oct-2014,Charged Off,credit_card,Credit card refinancing,11.6,Dec-2008,2.0,0.0,6411.0,94.3,6.0,w,INDIVIDUAL,0.0,0.0,"03663 Harris Drive Suite 779
New Katrinamouth, KY 30723"
1500.0, 36 months,19.72,55.54,D,D5,Nally & Gibson,10+ years,MORTGAGE,75000.0,Source Verified,May-2013,Fully Paid,home_improvement,Home,10.91,Nov-2005,9.0,0.0,1006.0,47.9,16.0,f,INDIVIDUAL,1.0,0.0,"287 Sullivan Landing Suite 349
Shannonmouth, ME 00813"
